Brand Name,Product Name,Category,Fragrance Type,Volume (ml),Price (INR),Long-lasting (hours),Alcohol-Free,Skin-Friendly,Anti-Perspirant,Customer Rating,Number of Reviews,Manufacturing Date,Expiry Date,Country of Origin,Packaging Type,Shelf Life (Months),Sales in Last Month (Units),Online Availability,Discount (%),Retailer Name
Engage Deo,Variant 46,Men,Citrus,250,516,20,No,Yes,No,4.1,2757,2047-03-12,2049-03-11,India,Spray,16,7010,Yes,40,Nykaa
Engage Deo,Variant 19,Women,Spicy,250,180,15,Yes,No,No,4.2,4292,2047-03-13,2049-03-12,India,Roll-on,31,821,No,2,Nykaa
Nike Deodorant,Variant 10,Unisex,Woody,100,685,9,No,No,No,2.6,2245,2047-03-14,2049-03-13,India,Stick,35,3505,No,10,Local Store
Nivea,Variant 39,Women,Spicy,250,686,8,No,Yes,Yes,3.0,4457,2047-03-15,2049-03-14,India,Roll-on,33,4889,Yes,10,Local Store
Nike Deodorant,Variant 30,Men,Oriental,200,454,5,No,No,No,4.8,2298,2047-03-16,2049-03-15,India,Stick,21,208,Yes,44,Local Store
Nivea,Variant 42,Men,Fruity,150,199,9,No,No,Yes,3.2,2582,2047-03-17,2049-03-16,India,Roll-on,14,709,No,23,Local Store
Fogg Deo,Variant 9,Unisex,Woody,100,685,23,No,Yes,No,4.2,1629,2047-03-18,2049-03-17,India,Roll-on,26,9156,Yes,40,Amazon
Engage Deo,Variant 31,Women,Fresh,100,348,9,Yes,No,No,3.3,1559,2047-03-19,2049-03-18,India,Stick,34,9372,No,0,Local Store
Park Avenue Deodorant,Variant 10,Unisex,Spicy,100,362,20,No,No,Yes,3.7,3458,2047-03-20,2049-03-19,India,Roll-on,18,5753,No,34,Nykaa
Engage Deo,Variant 35,Women,Spicy,250,571,18,No,No,No,3.2,2744,2047-03-21,2049-03-20,India,Spray,23,4170,Yes,45,Flipkart
Nivea,Variant 13,Unisex,Fruity,200,243,7,Yes,No,Yes,3.5,4812,2047-03-22,2049-03-21,India,Stick,24,6765,Yes,24,Local Store
Rexona Deodorant,Variant 33,Unisex,Woody,100,599,8,No,No,Yes,4.5,1685,2047-03-23,2049-03-22,India,Roll-on,28,2770,No,19,Flipkart
Engage Deo,Variant 8,Men,Floral,250,259,16,Yes,No,Yes,4.2,555,2047-03-24,2049-03-23,India,Stick,18,1693,No,49,Amazon
Fogg Deo,Variant 31,Unisex,Fruity,250,159,19,Yes,Yes,No,4.4,4730,2047-03-25,2049-03-24,India,Spray,30,228,Yes,32,Amazon
Denver Deo for Men,Variant 19,Unisex,Woody,100,357,14,Yes,No,Yes,3.1,4135,2047-03-26,2049-03-25,India,Spray,27,7455,No,5,Myntra
Denver Deo for Men,Variant 35,Unisex,Fruity,150,217,10,No,Yes,No,2.9,3654,2047-03-27,2049-03-26,India,Roll-on,23,9140,No,13,Myntra
Park Avenue Deodorant,Variant 12,Men,Oriental,200,435,18,Yes,Yes,No,3.7,754,2047-03-28,2049-03-27,India,Roll-on,19,6396,No,28,Myntra
Rexona Deodorant,Variant 22,Men,Oriental,150,392,19,No,No,Yes,3.3,3177,2047-03-29,2049-03-28,India,Spray,34,1843,No,4,Local Store
Envy Deo,Variant 22,Unisex,Floral,150,494,21,Yes,No,Yes,3.4,555,2047-03-30,2049-03-29,India,Roll-on,29,7327,No,40,Myntra
Park Avenue Deodorant,Variant 22,Women,Fruity,100,684,20,No,No,No,4.5,3825,2047-03-31,2049-03-30,India,Stick,33,2226,No,21,Amazon
Envy Deo,Variant 44,Men,Floral,200,329,14,No,No,No,2.7,1609,2047-04-01,2049-03-31,India,Roll-on,16,6959,No,34,Local Store
Nivea,Variant 44,Men,Floral,100,236,17,Yes,Yes,Yes,3.6,2757,2047-04-02,2049-04-01,India,Roll-on,23,7900,Yes,17,Nykaa
Fogg Deo,Variant 38,Women,Woody,250,213,19,No,Yes,Yes,3.4,2377,2047-04-03,2049-04-02,India,Spray,32,3965,No,8,Amazon
Envy Deo,Variant 25,Men,Spicy,250,466,23,No,No,Yes,4.1,2912,2047-04-04,2049-04-03,India,Spray,33,9247,Yes,48,Myntra
Rexona Deodorant,Variant 21,Men,Fruity,250,216,6,No,Yes,No,4.3,4397,2047-04-05,2049-04-04,India,Roll-on,29,7106,Yes,45,Myntra
Denver Deo for Men,Variant 6,Men,Fruity,100,433,9,No,Yes,No,2.6,901,2047-04-06,2049-04-05,India,Stick,14,8888,No,29,Flipkart
Envy Deo,Variant 34,Women,Fruity,250,536,19,Yes,Yes,No,2.8,601,2047-04-07,2049-04-06,India,Stick,12,3748,No,40,Nykaa
Rexona Deodorant,Variant 3,Unisex,Floral,100,395,11,Yes,No,Yes,3.8,2953,2047-04-08,2049-04-07,India,Roll-on,36,3004,Yes,26,Amazon
Nivea,Variant 20,Women,Spicy,150,325,14,Yes,Yes,Yes,3.7,1285,2047-04-09,2049-04-08,India,Roll-on,27,2920,No,15,Local Store
Rexona Deodorant,Variant 48,Women,Oriental,100,244,22,No,Yes,No,4.3,1179,2047-04-10,2049-04-09,India,Roll-on,12,6019,Yes,23,Myntra
Rexona Deodorant,Variant 48,Women,Citrus,150,461,22,Yes,Yes,Yes,4.6,1656,2047-04-11,2049-04-10,India,Roll-on,24,2448,Yes,50,Myntra
Nivea,Variant 43,Men,Fruity,250,393,23,No,Yes,No,4.6,2457,2047-04-12,2049-04-11,India,Spray,14,4858,Yes,13,Myntra
Nivea,Variant 49,Unisex,Floral,150,255,10,Yes,No,Yes,3.9,2086,2047-04-13,2049-04-12,India,Roll-on,19,6038,No,48,Myntra
Nivea,Variant 30,Men,Fresh,200,177,8,Yes,Yes,No,4.6,657,2047-04-14,2049-04-13,India,Roll-on,29,1737,No,23,Amazon
Rexona Deodorant,Variant 2,Men,Oriental,150,576,20,No,No,No,2.8,4800,2047-04-15,2049-04-14,India,Stick,19,6017,No,23,Amazon
Fogg Deo,Variant 40,Men,Fruity,100,550,7,No,No,No,2.9,2979,2047-04-16,2049-04-15,India,Stick,22,977,No,5,Flipkart
Nivea,Variant 3,Men,Citrus,100,260,21,No,No,Yes,4.6,4501,2047-04-17,2049-04-16,India,Stick,22,5521,No,22,Amazon
Rexona Deodorant,Variant 48,Unisex,Citrus,150,690,11,Yes,No,Yes,4.2,4552,2047-04-18,2049-04-17,India,Stick,28,1771,Yes,18,Myntra
Fogg Deo,Variant 20,Unisex,Aquatic,100,697,18,No,Yes,Yes,2.7,4156,2047-04-19,2049-04-18,India,Spray,18,5780,Yes,8,Nykaa
Envy Deo,Variant 23,Men,Citrus,250,166,11,No,Yes,Yes,3.6,1480,2047-04-20,2049-04-19,India,Stick,27,3527,Yes,15,Amazon
Rexona Deodorant,Variant 32,Unisex,Fresh,150,671,9,No,No,No,4.5,3577,2047-04-21,2049-04-20,India,Spray,15,3283,Yes,8,Amazon
Nivea,Variant 43,Men,Spicy,150,389,23,No,No,No,3.2,2946,2047-04-22,2049-04-21,India,Roll-on,25,8397,Yes,24,Local Store
Park Avenue Deodorant,Variant 42,Men,Spicy,150,358,21,No,Yes,Yes,2.8,1203,2047-04-23,2049-04-22,India,Roll-on,28,1040,No,50,Nykaa
Engage Deo,Variant 3,Men,Fresh,100,412,5,Yes,No,Yes,4.7,3434,2047-04-24,2049-04-23,India,Roll-on,17,3787,No,35,Myntra
Engage Deo,Variant 1,Women,Spicy,250,362,13,No,Yes,Yes,4.6,3247,2047-04-25,2049-04-24,India,Spray,36,4172,No,25,Flipkart
Envy Deo,Variant 43,Unisex,Woody,250,326,13,Yes,No,No,2.7,2686,2047-04-26,2049-04-25,India,Spray,16,4239,No,42,Nykaa
Park Avenue Deodorant,Variant 1,Women,Floral,150,541,5,Yes,Yes,Yes,3.8,438,2047-04-27,2049-04-26,India,Spray,24,2708,Yes,1,Nykaa
Park Avenue Deodorant,Variant 21,Unisex,Woody,150,173,11,Yes,No,Yes,3.1,3641,2047-04-28,2049-04-27,India,Spray,24,5883,No,33,Nykaa
Denver Deo for Men,Variant 1,Women,Woody,150,230,20,Yes,Yes,No,4.5,3810,2047-04-29,2049-04-28,India,Roll-on,21,7727,Yes,2,Nykaa
Nike Deodorant,Variant 23,Men,Woody,200,317,15,Yes,Yes,Yes,2.8,2614,2047-04-30,2049-04-29,India,Spray,34,5140,Yes,15,Flipkart
Nivea,Variant 5,Women,Fruity,200,683,23,No,No,No,4.4,4333,2047-05-01,2049-04-30,India,Roll-on,22,8596,No,8,Local Store
Fogg Deo,Variant 31,Unisex,Oriental,100,456,18,Yes,No,No,3.0,1686,2047-05-02,2049-05-01,India,Spray,25,1156,No,34,Flipkart
Engage Deo,Variant 39,Unisex,Spicy,100,521,9,No,Yes,Yes,4.4,1520,2047-05-03,2049-05-02,India,Roll-on,26,1402,Yes,7,Nykaa
Fogg Deo,Variant 24,Unisex,Floral,250,196,21,No,Yes,No,3.9,2708,2047-05-04,2049-05-03,India,Roll-on,16,5495,Yes,18,Myntra
Rexona Deodorant,Variant 47,Men,Spicy,200,413,17,No,No,Yes,3.2,178,2047-05-05,2049-05-04,India,Spray,31,4872,No,2,Amazon
Nike Deodorant,Variant 28,Women,Woody,100,290,15,No,Yes,Yes,3.4,1724,2047-05-06,2049-05-05,India,Stick,20,1772,No,38,Nykaa
Nike Deodorant,Variant 39,Men,Aquatic,100,369,20,No,No,Yes,4.5,2204,2047-05-07,2049-05-06,India,Spray,20,4855,No,45,Myntra
Denver Deo for Men,Variant 28,Unisex,Aquatic,200,221,7,No,No,Yes,3.3,2825,2047-05-08,2049-05-07,India,Spray,31,4337,No,4,Amazon
Engage Deo,Variant 34,Men,Spicy,200,333,21,No,No,Yes,2.6,1590,2047-05-09,2049-05-08,India,Roll-on,24,5282,Yes,38,Myntra
Envy Deo,Variant 24,Men,Oriental,100,275,15,No,Yes,Yes,3.0,3195,2047-05-10,2049-05-09,India,Spray,27,7916,No,11,Nykaa
Envy Deo,Variant 45,Men,Fresh,150,351,15,Yes,No,Yes,3.8,4396,2047-05-11,2049-05-10,India,Stick,31,8150,Yes,47,Flipkart
Nike Deodorant,Variant 17,Unisex,Aquatic,100,679,5,No,No,Yes,4.0,2762,2047-05-12,2049-05-11,India,Roll-on,15,1313,No,47,Myntra
Rexona Deodorant,Variant 39,Unisex,Floral,150,412,10,No,Yes,Yes,4.3,1444,2047-05-13,2049-05-12,India,Stick,34,3720,No,15,Amazon
Fogg Deo,Variant 38,Women,Spicy,250,383,4,Yes,Yes,No,3.8,3828,2047-05-14,2049-05-13,India,Stick,16,8625,Yes,13,Myntra
Denver Deo for Men,Variant 3,Unisex,Floral,150,594,14,Yes,Yes,No,4.1,2590,2047-05-15,2049-05-14,India,Roll-on,35,9107,No,9,Flipkart
Nivea,Variant 5,Women,Aquatic,100,546,5,Yes,Yes,Yes,3.9,4144,2047-05-16,2049-05-15,India,Roll-on,12,1869,No,32,Local Store
Park Avenue Deodorant,Variant 49,Unisex,Fruity,250,268,16,Yes,No,No,3.1,2231,2047-05-17,2049-05-16,India,Roll-on,32,791,Yes,16,Myntra
Rexona Deodorant,Variant 27,Unisex,Aquatic,100,557,7,Yes,No,Yes,2.7,2623,2047-05-18,2049-05-17,India,Roll-on,34,2616,Yes,21,Amazon
Nike Deodorant,Variant 12,Unisex,Fruity,200,440,7,Yes,Yes,No,4.8,4663,2047-05-19,2049-05-18,India,Roll-on,36,8301,No,1,Flipkart
Fogg Deo,Variant 11,Unisex,Fresh,250,566,12,No,No,Yes,4.2,590,2047-05-20,2049-05-19,India,Roll-on,36,220,No,25,Amazon
Nivea,Variant 16,Men,Aquatic,150,181,24,No,No,Yes,2.9,1992,2047-05-21,2049-05-20,India,Spray,22,2485,No,44,Flipkart
Park Avenue Deodorant,Variant 13,Women,Spicy,200,498,15,No,No,No,4.9,486,2047-05-22,2049-05-21,India,Stick,27,992,Yes,48,Amazon
Fogg Deo,Variant 34,Women,Citrus,250,506,16,No,No,No,4.0,700,2047-05-23,2049-05-22,India,Roll-on,33,7983,No,50,Amazon
Park Avenue Deodorant,Variant 1,Women,Aquatic,150,267,16,No,Yes,No,4.8,3734,2047-05-24,2049-05-23,India,Stick,34,8507,No,6,Flipkart
Engage Deo,Variant 49,Unisex,Fresh,200,457,15,Yes,No,No,5.0,4444,2047-05-25,2049-05-24,India,Roll-on,29,8590,No,41,Flipkart
Nivea,Variant 27,Unisex,Aquatic,250,351,7,No,No,No,4.5,3041,2047-05-26,2049-05-25,India,Spray,32,6595,Yes,30,Flipkart
Envy Deo,Variant 27,Women,Spicy,250,627,22,No,No,Yes,4.9,2507,2047-05-27,2049-05-26,India,Roll-on,21,2709,No,6,Myntra
Rexona Deodorant,Variant 27,Women,Fruity,250,642,5,Yes,Yes,No,4.3,1367,2047-05-28,2049-05-27,India,Spray,20,467,Yes,30,Local Store
Envy Deo,Variant 28,Unisex,Fresh,100,372,14,Yes,Yes,Yes,3.0,3486,2047-05-29,2049-05-28,India,Stick,15,6758,No,49,Local Store
Nike Deodorant,Variant 9,Men,Spicy,100,531,22,Yes,No,Yes,4.9,3656,2047-05-30,2049-05-29,India,Spray,23,3300,No,20,Local Store
Denver Deo for Men,Variant 42,Unisex,Woody,250,425,12,Yes,Yes,Yes,3.3,1068,2047-05-31,2049-05-30,India,Spray,27,8542,No,7,Nykaa
Rexona Deodorant,Variant 29,Men,Woody,250,287,4,Yes,Yes,Yes,3.8,1080,2047-06-01,2049-05-31,India,Spray,28,8852,No,3,Nykaa
Engage Deo,Variant 13,Women,Woody,150,531,22,No,No,Yes,4.7,1344,2047-06-02,2049-06-01,India,Stick,15,2254,No,41,Myntra
Rexona Deodorant,Variant 33,Men,Floral,100,443,11,No,No,Yes,3.3,1729,2047-06-03,2049-06-02,India,Spray,14,5269,Yes,40,Nykaa
Denver Deo for Men,Variant 42,Women,Fruity,150,322,20,Yes,Yes,No,3.8,1659,2047-06-04,2049-06-03,India,Roll-on,17,2625,Yes,38,Flipkart
Envy Deo,Variant 28,Unisex,Fruity,200,652,5,Yes,Yes,No,3.5,4057,2047-06-05,2049-06-04,India,Roll-on,26,2024,Yes,43,Local Store
Envy Deo,Variant 8,Women,Citrus,200,587,22,Yes,No,No,4.1,2919,2047-06-06,2049-06-05,India,Roll-on,24,4609,No,1,Amazon
Fogg Deo,Variant 6,Unisex,Spicy,200,654,15,No,Yes,No,4.1,3263,2047-06-07,2049-06-06,India,Stick,14,8969,No,0,Local Store
Denver Deo for Men,Variant 12,Men,Floral,200,241,20,No,No,No,4.9,1766,2047-06-08,2049-06-07,India,Roll-on,17,5170,Yes,2,Amazon
Envy Deo,Variant 47,Unisex,Woody,100,451,15,Yes,Yes,Yes,3.4,1298,2047-06-09,2049-06-08,India,Roll-on,13,4079,Yes,35,Amazon
Nike Deodorant,Variant 5,Unisex,Citrus,200,478,4,Yes,Yes,No,4.2,1672,2047-06-10,2049-06-09,India,Stick,30,6145,No,42,Nykaa
Denver Deo for Men,Variant 1,Unisex,Fresh,100,640,17,No,No,Yes,3.9,2538,2047-06-11,2049-06-10,India,Spray,28,4548,Yes,11,Myntra
Fogg Deo,Variant 11,Women,Woody,100,415,17,Yes,No,No,3.3,4168,2047-06-12,2049-06-11,India,Spray,17,6738,Yes,31,Local Store
Rexona Deodorant,Variant 41,Women,Oriental,200,693,5,Yes,No,Yes,2.6,231,2047-06-13,2049-06-12,India,Spray,33,5895,No,25,Local Store
Nivea,Variant 45,Women,Oriental,150,205,20,Yes,Yes,No,2.7,918,2047-06-14,2049-06-13,India,Spray,20,9625,Yes,47,Flipkart
Nike Deodorant,Variant 42,Unisex,Floral,200,424,18,Yes,No,No,4.8,2667,2047-06-15,2049-06-14,India,Stick,17,8259,Yes,36,Amazon
Rexona Deodorant,Variant 46,Men,Woody,150,404,5,Yes,Yes,Yes,2.6,1057,2047-06-16,2049-06-15,India,Roll-on,29,2384,No,11,Nykaa
Envy Deo,Variant 26,Unisex,Spicy,150,431,20,No,Yes,Yes,2.7,3838,2047-06-17,2049-06-16,India,Spray,17,5488,Yes,12,Nykaa
Denver Deo for Men,Variant 30,Men,Floral,100,528,21,Yes,Yes,No,3.8,2651,2047-06-18,2049-06-17,India,Stick,33,7048,Yes,16,Nykaa
Park Avenue Deodorant,Variant 7,Men,Fresh,100,635,21,No,Yes,Yes,3.7,4626,2047-06-19,2049-06-18,India,Spray,29,4090,No,48,Amazon
Envy Deo,Variant 36,Women,Aquatic,200,515,5,Yes,Yes,No,3.3,766,2047-06-20,2049-06-19,India,Stick,28,7124,No,45,Amazon
Rexona Deodorant,Variant 39,Men,Floral,250,696,10,Yes,No,No,3.5,4259,2047-06-21,2049-06-20,India,Roll-on,29,6636,Yes,45,Amazon
Rexona Deodorant,Variant 38,Men,Citrus,100,269,15,No,Yes,No,4.2,3891,2047-06-22,2049-06-21,India,Stick,19,7941,No,19,Amazon
Fogg Deo,Variant 23,Women,Oriental,100,679,17,No,Yes,No,4.3,182,2047-06-23,2049-06-22,India,Spray,28,5597,Yes,0,Myntra
Fogg Deo,Variant 25,Women,Citrus,150,226,20,Yes,Yes,Yes,3.7,1733,2047-06-24,2049-06-23,India,Stick,13,9715,Yes,10,Nykaa
Engage Deo,Variant 3,Unisex,Oriental,100,161,8,No,No,Yes,4.3,3611,2047-06-25,2049-06-24,India,Stick,13,9379,No,40,Nykaa
Rexona Deodorant,Variant 37,Unisex,Floral,100,489,13,No,Yes,No,2.7,4431,2047-06-26,2049-06-25,India,Roll-on,28,874,No,30,Myntra
Nivea,Variant 48,Women,Spicy,200,275,13,No,Yes,No,3.0,840,2047-06-27,2049-06-26,India,Spray,31,420,Yes,7,Myntra
Park Avenue Deodorant,Variant 49,Women,Woody,250,372,5,Yes,No,No,4.6,1347,2047-06-28,2049-06-27,India,Roll-on,35,9317,Yes,37,Amazon
Park Avenue Deodorant,Variant 49,Women,Spicy,250,546,8,Yes,Yes,Yes,3.8,1221,2047-06-29,2049-06-28,India,Stick,21,8708,Yes,36,Myntra
Fogg Deo,Variant 17,Women,Woody,200,312,21,No,Yes,Yes,3.5,2830,2047-06-30,2049-06-29,India,Spray,27,1343,No,20,Flipkart
Engage Deo,Variant 24,Women,Fresh,250,155,14,No,Yes,No,2.8,1011,2047-07-01,2049-06-30,India,Spray,19,7567,No,26,Nykaa
Nivea,Variant 47,Unisex,Citrus,100,614,24,Yes,No,No,3.4,720,2047-07-02,2049-07-01,India,Roll-on,23,9825,Yes,2,Amazon
Denver Deo for Men,Variant 5,Men,Woody,200,272,12,Yes,Yes,Yes,3.4,1360,2047-07-03,2049-07-02,India,Spray,35,5744,Yes,20,Amazon
Engage Deo,Variant 50,Unisex,Spicy,150,362,18,No,Yes,Yes,3.3,945,2047-07-04,2049-07-03,India,Stick,36,3828,No,0,Amazon
Nike Deodorant,Variant 43,Men,Woody,150,512,6,Yes,Yes,Yes,4.6,1355,2047-07-05,2049-07-04,India,Roll-on,28,3881,Yes,20,Flipkart
Rexona Deodorant,Variant 15,Women,Aquatic,200,501,6,Yes,No,Yes,4.5,3306,2047-07-06,2049-07-05,India,Roll-on,30,8917,Yes,27,Nykaa
Denver Deo for Men,Variant 29,Men,Oriental,200,558,16,No,No,Yes,3.5,2112,2047-07-07,2049-07-06,India,Spray,36,6347,No,50,Amazon
Nivea,Variant 49,Women,Floral,150,317,8,Yes,Yes,No,4.3,317,2047-07-08,2049-07-07,India,Spray,16,2096,Yes,18,Nykaa
Rexona Deodorant,Variant 15,Men,Citrus,250,162,11,No,No,Yes,2.9,3339,2047-07-09,2049-07-08,India,Roll-on,14,1759,Yes,13,Local Store
Park Avenue Deodorant,Variant 19,Women,Spicy,100,307,6,Yes,Yes,Yes,4.7,216,2047-07-10,2049-07-09,India,Spray,34,7192,Yes,45,Myntra
Nike Deodorant,Variant 45,Unisex,Citrus,150,565,16,Yes,Yes,No,4.8,3909,2047-07-11,2049-07-10,India,Roll-on,12,6212,Yes,40,Flipkart
Fogg Deo,Variant 14,Men,Fresh,200,152,21,Yes,Yes,Yes,3.3,2203,2047-07-12,2049-07-11,India,Stick,24,1761,Yes,32,Amazon
Fogg Deo,Variant 40,Unisex,Oriental,250,150,18,No,Yes,No,4.8,3269,2047-07-13,2049-07-12,India,Spray,36,7085,No,10,Local Store
Fogg Deo,Variant 30,Men,Fresh,200,529,7,Yes,No,Yes,5.0,563,2047-07-14,2049-07-13,India,Roll-on,34,7054,No,36,Flipkart
Nike Deodorant,Variant 7,Unisex,Floral,100,513,6,Yes,Yes,Yes,2.6,3252,2047-07-15,2049-07-14,India,Roll-on,31,1870,Yes,43,Local Store
Denver Deo for Men,Variant 10,Men,Aquatic,250,417,8,No,No,Yes,3.8,3104,2047-07-16,2049-07-15,India,Stick,17,3847,No,50,Myntra
Envy Deo,Variant 6,Unisex,Spicy,200,428,5,Yes,No,Yes,3.5,4973,2047-07-17,2049-07-16,India,Stick,16,6426,No,7,Myntra
Rexona Deodorant,Variant 32,Men,Citrus,150,285,23,No,No,No,3.8,3443,2047-07-18,2049-07-17,India,Spray,27,6326,No,13,Flipkart
Envy Deo,Variant 12,Women,Fresh,200,163,6,No,No,No,4.7,2221,2047-07-19,2049-07-18,India,Spray,21,5715,Yes,25,Local Store
Park Avenue Deodorant,Variant 46,Women,Oriental,250,474,21,Yes,Yes,No,5.0,4508,2047-07-20,2049-07-19,India,Spray,22,1863,Yes,1,Nykaa
Envy Deo,Variant 36,Men,Fresh,150,179,10,No,No,No,3.9,2895,2047-07-21,2049-07-20,India,Stick,22,3752,No,4,Local Store
Fogg Deo,Variant 1,Men,Fresh,250,422,8,No,No,Yes,3.9,2818,2047-07-22,2049-07-21,India,Roll-on,35,7377,Yes,35,Amazon
Fogg Deo,Variant 35,Women,Woody,150,420,18,No,Yes,Yes,4.3,4155,2047-07-23,2049-07-22,India,Spray,20,3665,Yes,17,Amazon
Envy Deo,Variant 2,Unisex,Spicy,150,163,14,Yes,No,Yes,4.9,2443,2047-07-24,2049-07-23,India,Stick,28,747,No,42,Amazon
Rexona Deodorant,Variant 40,Unisex,Fresh,200,634,22,No,Yes,No,3.5,307,2047-07-25,2049-07-24,India,Spray,20,3761,No,45,Flipkart
Envy Deo,Variant 15,Women,Floral,200,668,13,No,No,Yes,4.3,723,2047-07-26,2049-07-25,India,Spray,33,7598,Yes,30,Amazon
Park Avenue Deodorant,Variant 44,Men,Floral,150,653,20,Yes,No,Yes,5.0,3104,2047-07-27,2049-07-26,India,Roll-on,20,7356,Yes,11,Myntra
Envy Deo,Variant 7,Unisex,Fresh,250,448,23,Yes,Yes,Yes,4.4,3876,2047-07-28,2049-07-27,India,Roll-on,21,4160,No,16,Nykaa
Rexona Deodorant,Variant 35,Women,Woody,150,480,14,No,Yes,Yes,3.7,1228,2047-07-29,2049-07-28,India,Roll-on,32,7814,Yes,3,Local Store
Nivea,Variant 49,Men,Fruity,200,222,22,No,Yes,No,2.7,1529,2047-07-30,2049-07-29,India,Spray,32,9531,Yes,32,Nykaa
Envy Deo,Variant 32,Men,Oriental,100,259,9,No,No,No,3.3,629,2047-07-31,2049-07-30,India,Roll-on,17,3337,No,13,Nykaa
Envy Deo,Variant 44,Men,Fruity,200,673,21,Yes,Yes,Yes,3.4,2719,2047-08-01,2049-07-31,India,Roll-on,14,1372,No,19,Nykaa
Park Avenue Deodorant,Variant 13,Women,Aquatic,200,539,9,Yes,No,Yes,3.6,4534,2047-08-02,2049-08-01,India,Spray,29,7036,No,48,Local Store
Engage Deo,Variant 34,Men,Floral,250,295,15,Yes,No,Yes,3.3,2473,2047-08-03,2049-08-02,India,Roll-on,31,6318,No,8,Amazon
Denver Deo for Men,Variant 13,Men,Floral,150,642,11,No,No,No,4.1,287,2047-08-04,2049-08-03,India,Spray,16,1269,Yes,45,Flipkart
Denver Deo for Men,Variant 27,Women,Woody,150,457,18,Yes,No,No,4.7,3483,2047-08-05,2049-08-04,India,Spray,33,1233,Yes,15,Local Store
Park Avenue Deodorant,Variant 18,Women,Spicy,200,598,5,Yes,Yes,Yes,2.6,1144,2047-08-06,2049-08-05,India,Stick,13,969,Yes,48,Amazon
Fogg Deo,Variant 29,Women,Oriental,250,565,16,No,No,Yes,4.1,2973,2047-08-07,2049-08-06,India,Stick,29,2419,No,5,Amazon
Park Avenue Deodorant,Variant 2,Women,Citrus,100,584,9,Yes,Yes,No,3.3,4560,2047-08-08,2049-08-07,India,Roll-on,26,5351,No,22,Nykaa
Engage Deo,Variant 46,Men,Citrus,150,494,17,Yes,No,Yes,3.6,1808,2047-08-09,2049-08-08,India,Roll-on,36,4108,Yes,19,Nykaa
Nivea,Variant 44,Women,Citrus,150,180,5,Yes,No,Yes,4.1,4845,2047-08-10,2049-08-09,India,Stick,13,3472,No,1,Amazon
Park Avenue Deodorant,Variant 20,Unisex,Fresh,150,387,18,No,No,No,4.0,4774,2047-08-11,2049-08-10,India,Stick,33,5149,No,44,Flipkart
Fogg Deo,Variant 26,Unisex,Citrus,100,430,4,No,No,Yes,3.3,4461,2047-08-12,2049-08-11,India,Spray,18,7304,Yes,10,Amazon
Park Avenue Deodorant,Variant 33,Men,Fruity,200,623,23,Yes,Yes,No,3.6,2132,2047-08-13,2049-08-12,India,Stick,32,3062,Yes,19,Nykaa
Rexona Deodorant,Variant 6,Unisex,Spicy,250,196,24,No,No,Yes,3.2,560,2047-08-14,2049-08-13,India,Roll-on,15,5495,Yes,31,Flipkart
Denver Deo for Men,Variant 47,Women,Aquatic,200,403,21,No,No,Yes,4.4,2599,2047-08-15,2049-08-14,India,Stick,33,3568,No,16,Amazon
Denver Deo for Men,Variant 33,Women,Oriental,150,432,18,No,No,No,2.6,4215,2047-08-16,2049-08-15,India,Spray,17,6009,Yes,14,Flipkart
Park Avenue Deodorant,Variant 37,Unisex,Floral,150,426,24,Yes,No,No,2.6,1210,2047-08-17,2049-08-16,India,Stick,31,3695,Yes,46,Myntra
Fogg Deo,Variant 29,Men,Citrus,100,587,8,No,No,No,3.3,3188,2047-08-18,2049-08-17,India,Roll-on,18,4873,No,41,Myntra
Park Avenue Deodorant,Variant 33,Women,Fruity,200,301,13,No,Yes,No,5.0,3202,2047-08-19,2049-08-18,India,Spray,26,8556,No,1,Amazon
Fogg Deo,Variant 20,Men,Floral,100,684,9,No,No,Yes,4.1,1991,2047-08-20,2049-08-19,India,Stick,36,1390,No,38,Myntra
Nivea,Variant 48,Women,Fresh,250,295,18,No,Yes,Yes,2.9,1455,2047-08-21,2049-08-20,India,Spray,33,4789,No,15,Nykaa
Envy Deo,Variant 36,Men,Floral,250,587,24,No,Yes,Yes,4.6,99,2047-08-22,2049-08-21,India,Roll-on,21,3181,No,19,Myntra
Nivea,Variant 18,Men,Floral,200,686,24,No,No,No,3.5,368,2047-08-23,2049-08-22,India,Roll-on,25,6529,No,26,Local Store
Envy Deo,Variant 13,Women,Citrus,250,677,16,No,Yes,No,5.0,1820,2047-08-24,2049-08-23,India,Stick,17,5227,No,30,Amazon
Fogg Deo,Variant 3,Women,Woody,150,468,15,Yes,Yes,No,3.1,1171,2047-08-25,2049-08-24,India,Roll-on,20,4669,No,11,Local Store
Denver Deo for Men,Variant 33,Men,Aquatic,100,537,15,Yes,Yes,Yes,3.5,377,2047-08-26,2049-08-25,India,Stick,23,4967,No,16,Amazon
Rexona Deodorant,Variant 11,Women,Woody,250,330,4,No,Yes,Yes,4.3,877,2047-08-27,2049-08-26,India,Stick,22,7875,No,49,Myntra
Park Avenue Deodorant,Variant 31,Men,Fruity,250,395,17,Yes,Yes,Yes,2.6,2720,2047-08-28,2049-08-27,India,Stick,12,8634,No,2,Amazon
Nivea,Variant 35,Unisex,Aquatic,250,689,13,Yes,No,Yes,3.0,1759,2047-08-29,2049-08-28,India,Spray,12,5074,No,33,Nykaa
